CVE-1999-0249,Candidate,"Windows NT RSHSVC program allows remote users to execute arbitrary commands.","",Proposed (19990714),"   ACCEPT(1) Baker  |     MODIFY(2) Frech, Wall  |     NOOP(2) Northcutt, Shostack  |     RECAST(1) Christey  |     REVIEWING(1) Levy","Wall> Windows NT Rshsvc.exe from the Windows NT Resource Kit allows  |    remote  |    users to execute arbitrary commands.  |    Source: rshsvc.txt from the Windows NT Resource Kit.  |    Frech> XF:rsh-svc  |    Christey> MSKB:Q158320, last reviewed in January 1999, refers to a case  |    where remote users coming from authorized machines are  |    allowed access regardless of what .rhosts says.  XF:rsh-svc  |    refers to a bug circa 1997 where any remote entity could  |    execute commands as system."
CVE-1999-0251,Entry,"Denial of service in talk program allows remote attackers to disrupt a user's display.","XF:talkd-flash",,"",""
CVE-1999-0252,Entry,"Buffer overflow in listserv allows arbitrary command execution.","XF:smtp-listserv",,"",""
CVE-1999-0253,Candidate,"IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.","L0PHT:19970319   |   XF:http-iis-2e",Modified (20000106),"   ACCEPT(9) Armstrong, Baker, Bishop, Blake, Cole, Collins, Frech, Landfield, Northcutt  |     MODIFY(1) LeBlanc  |     NOOP(3) Ozancin, Prosser, Wall  |     REVIEWING(1) Christey","Christey> This is a problem that was introduced after patching a  |    previous dot bug with the iis-fix hotfix (see CVE-1999-0154).  |    Since the hotfix introduced the problem, this should be  |    treated as a seaprate issue.  |    Wall> Agree with the comment.  |    LeBlanc> - this one is so old, I don't remember it at all and can't verify or  |    deny the issue. If you can find some documentation that says we fixed it (KB  |    article, hotfix, something), then I would change this to ACCEPT  |    CHANGE> [Christey changed vote from NOOP to REVIEWING]  |    Christey> BID:1814  |    URL:http://www.securityfocus.com/bid/1814"
CVE-1999-0254,Candidate,"A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.","ISS:Hidden SNMP community in HP OpenView   |   XF:hpov-hidden-snmp-comm",Proposed (19990726),"   ACCEPT(2) Baker, Frech  |     NOOP(1) Wall  |     REVIEWING(1) Christey","Christey> What is the proper level of abstraction to use here?  Should  |    we have a separate entry for each different default community  |    string?  See:  |    http://cve.mitre.org/Board_Sponsors/archives/msg00242.html and  |    http://cve.mitre.org/Board_Sponsors/archives/msg00250.html  |    http://cve.mitre.org/Board_Sponsors/archives/msg00251.html  |      |    Until the associated content decisions have been approved  |    by the Editorial Board, this candidate cannot be accepted  |    for inclusion in CVE."
CVE-1999-0255,Candidate,"Buffer overflow in ircd allows arbitrary command execution.","",Proposed (19990623),"   ACCEPT(3) Baker, Hill, Northcutt  |     MODIFY(1) Frech  |     NOOP(1) Prosser  |     REJECT(1) Christey","Frech> XF:irc-bo  |    Christey> This is too general and doesn't have any references.  The  |    XF reference doesn't appear toe xist any more.  |      |    Perhaps this reference would help:  |    BUGTRAQ:19970701 ircd buffer overflow  |    Baker> It appears that the XForce entry has been corrected, and there is a patch posted in the original bugtraq post."
CVE-1999-0257,Candidate,"Nestea variation of teardrop IP fragmentation denial of service.","",Proposed (19990726),"   ACCEPT(1) Wall  |     MODIFY(1) Frech  |     REVIEWING(1) Christey","Frech> XF:nestea-linux-dos  |    Christey> Not sure how many separate ""instances"" of Teardrop  |    and its ilk.  Also see comments on CVE-1999-0001.  |      |    See: CVE-1999-0015, CVE-1999-0104, CVE-1999-0257, CVE-1999-0258  |      |    Is CVE-1999-0001 the same as CVE-1999-0052?  That one is related  |    to nestea (CVE-1999-0257) and probably the one described in  |    BUGTRAQ:19981023 nestea v2 against freebsd 3.0-Release  |    The patch for nestea is in ip_input.c around line 750.  |    The patches for CVE-1999-0001 are in lines 388&446.  So,   |    CVE-1999-0001 is different from CVE-1999-0257 and CVE-1999-0052.  |    The FreeBSD patch for CVE-1999-0052 is in line 750.  |    So, CVE-1999-0257 and CVE-1999-0052 may be the same, though  |    CVE-1999-0052 should be RECAST since this bug affects Linux  |    and other OSes besides FreeBSD.  |      |    Also see BUGTRAQ:19990909 CISCO and nestea.  |      |    Finally, note that there is no fundamental difference between  |    nestea and nestea2/nestea-v2; they are different ports that  |    exploit the same problem.  |      |    The original nestea advisory is at  |    http://www.technotronic.com/rhino9/advisories/06.htm  |    but notice that the suggested fix is in line 375 of  |    ip_fragment.c, not ip_input.c.  |    Christey> See the SCO advisory at:  |    http://www.securityfocus.com/templates/advisory.html?id=1411  |    which may further clarify the issue.  |    Christey> BUGTRAQ:19980501 nestea does other things  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221101925819&w=2  |    BUGTRAQ:19980508 nestea2 and HP Jet Direct cards.  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=90221101925870&w=2  |    BUGTRAQ:19981027 nestea v2 against freebsd 3.0-Release  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=90951521507669&w=2  |      |    Nestea source code is in  |    MISC:http://oliver.efri.hr/~crv/security/bugs/Linux/ipfrag6.html"
CVE-1999-0258,Candidate,"Bonk variation of teardrop IP fragmentation denial of service.","",Proposed (19990726),"   MODIFY(2) Frech, Wall  |     REVIEWING(1) Christey","Wall> Reference Q179129  |    Frech> XF:teardrop-mod  |    Christey> Not sure how many separate ""instances"" of Teardrop there are.  |    See: CVE-1999-0015, CVE-1999-0104, CVE-1999-0257, CVE-1999-0258  |    Christey> See the SCO advisory at:  |    http://www.securityfocus.com/templates/advisory.html?id=1411  |    which may further clarify the issue.  |    Christey> BUGTRAQ:19980108 bonk.c  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=88429524325956&w=2  |    NTBUGTRAQ:19980108 bonk.c  |    URL:http://marc.theaimsgroup.com/?l=ntbugtraq&m=88433857200304&w=2  |    NTBUGTRAQ:19980109 Re: Bonk.c  |    URL:http://marc.theaimsgroup.com/?l=ntbugtraq&m=88441302913269&w=2  |    NTBUGTRAQ:19980304 Update on wide-spread NewTear Denial of Service attacks  |    URL:http://marc.theaimsgroup.com/?l=ntbugtraq&m=88901842000424&w=2  |    BUGTRAQ:19980304 Update on wide-spread NewTear Denial of Service attacks  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=88903296104349&w=2  |    CIAC:I-031a  |    http://ciac.llnl.gov/ciac/bulletins/i-031a.shtml  |      |    CERT summary CS-98.02 implies that bonk, boink, and newtear  |    all exploit the same vulnerability."
CVE-1999-0259,Entry,"cfingerd lists all users on a system via search.**@target.","BUGTRAQ:19970523 cfingerd vulnerability   |   XF:cfinger-user-enumeration",,"",""
CVE-1999-0260,Entry,"The jj CGI program allows command execution via shell metacharacters.","BUGTRAQ:19961224 jj cgi   |   XF:http-cgi-jj",,"",""
CVE-1999-0264,Entry,"htmlscript CGI program allows remote read access to files.","BUGTRAQ:Jan27,1998   |   XF:http-htmlscript-file-access",,"",""
CVE-1999-0267,Entry,"Buffer overflow in NCSA HTTP daemon v1.3 allows remote command execution.","CERT:CA-95.04.NCSA.http.daemon.for.unix.vulnerability   |   XF:http-port",,"",""
CVE-1999-0269,Entry,"Netscape Enterprise servers may list files through the PageServices query.","XF:netscape-server-pageservices",,"",""
CVE-1999-0271,Candidate,"Progressive Networks Real Video server (pnserver) can be crashed remotely.","BUGTRAQ:19980115 pnserver exploit..   |   BUGTRAQ:19980817 Re: Real Audio Server Version 5 bug?",Modified (19990925),"   ACCEPT(3) Baker, Blake, Northcutt  |     MODIFY(1) Frech  |     NOOP(1) Prosser  |     REVIEWING(1) Christey","Christey> Problem confirmed by RealServer vendor (URL listed in Bugtraq  |    posting), but may be multiple codebases since several  |    Real Audio servers are affected.  |      |    Also, this may be the same as BUGTRAQ:19991105 RealNetworks RealServer G2 buffer overflow.  |    See CVE-1999-0896  |    CHANGE> [Frech changed vote from REVIEWING to MODIFY]  |    Frech> ADDREF XF:realvideo-telnet-dos"
CVE-1999-0272,Entry,"Denial of service in Slmail v2.5 through the POP3 port.","XF:slmail-username-bo",,"",""
CVE-1999-0273,Entry,"Denial of service through Solaris 2.5.1 telnet by sending ^D characters.","XF:sun-telnet-kill",,"",""
CVE-1999-0274,Entry,"Denial of service in Windows NT DNS servers through malicious packet which contains a response to a query that wasn't made.","NAI:NAI-5   |   XF:nt-dns-dos",,"",""
CVE-1999-0275,Entry,"Denial of service in Windows NT DNS servers by flooding port 53 with too many characters.","MS:Q169461   |   XF:nt-dnscrash   |   XF:nt-dnsver",,"",""
CVE-1999-0276,Entry,"mSQL v2.0.1 and below allows remote execution through a buffer overflow.","SEKURE:sekure.01-99.msql   |   XF:msql-debug-bo",,"",""
CVE-1999-0277,Entry,"The WorkMan program can be used to overwrite any file to get root access.","CERT:CA-96.23.workman_vul   |   XF:workman",,"",""
CVE-1999-0279,Entry,"Excite for Web Servers (EWS) allows remote command execution via shell metacharacters.","BUGTRAQ:19971217 CGI security hole in EWS (Excite for Web Servers)   |   BUGTRAQ:19980115 Excite announcement   |   CERT:VB-98.01.excite   |   XF:excite-cgi-search-vuln",,"",""
CVE-1999-0280,Entry,"Remote command execution in Microsoft Internet Explorer using .lnk and .url files.","CIAC:H-38   |   NTBUGTRAQ:19970317 Internet Explorer Bug #4   |   XF:http-ie-lnkurl",,"",""
CVE-1999-0281,Entry,"Denial of service in IIS using long URLs.","XF:http-iis-longurl",,"",""
CVE-1999-0284,Candidate,"Denial of service to NT mail servers including Ipswitch, Mdaemon, and Exchange through a buffer overflow in the SMTP HELO command.","XF:smtp-helo-bo",Proposed (19990623),"   ACCEPT(2) Blake, Northcutt  |     MODIFY(3) Frech, Levy, Ozancin  |     NOOP(1) Baker  |     REVIEWING(1) Christey","Frech> ""Windows NT-based mail servers"" (A trademark thing, and for clarification)  |    XF:mdaemon-helo-bo  |    XF:lotus-notes-helo-crash  |    XF:slmail-helo-overflow  |    XF:smtp-helo-bo (mentions several products)  |    XF:smtp-exchangedos  |    Levy> - Need one per software. Each one should be its own  |    vulnerability.  |    Ozancin> => Windows NT is correct  |    Christey> These are probably multiple codebases, so we'll need to use  |    dot notation.  Also need to see if this should be merged  |    with CVE-1999-0098 (Sendmail SMTP HELO)."
CVE-1999-0285,Candidate,"Denial of service in telnet from the Windows NT Resource Kit, by opening then immediately closing a connection.","",Proposed (19990630),"   ACCEPT(1) Hill  |     NOOP(2) Baker, Wall  |     REJECT(2) Christey, Frech","Christey> No references, no information.  |    CHANGE> [Frech changed vote from REVIEWING to REJECT]  |    Frech> No references; closest documented match is with  |    CVE-2001-0346, but that's for Windows 2000."
CVE-1999-0286,Candidate,"In some NT web servers, appending a space at the end of a URL may allow attackers to read source code for active pages.","",Proposed (19990714),"   ACCEPT(3) Armstrong, Cole, Shostack  |     MODIFY(3) Blake, Levy, Wall  |     NOOP(5) Baker, Bishop, Landfield, Northcutt, Ozancin  |     REJECT(1) Frech  |     REVIEWING(1) Christey","Wall> In some NT web servers, appending a dot at the end of a URL may  |    allows attackers to read source code for active pages.  |    Source:  MS Knowledge Base Article Q163485 - ""Active Server Pages Script Appears  |    in Browser""  |    Frech> In the meantime, reword description as 'Windows NT' (trademark issue)  |    Christey> Q163485 does not refer to a space, it refers to a dot.  |    However, I don't have other references.  |      |    Reading source code with a dot appended is in CVE-1999-0154,  |    which will be proposed.  A subsequent bug similar to the  |    dot bug is CVE-1999-0253.  |    Levy> NTBUGTRAQ: http://www.securityfocus.com/archive/2/22014  |    NTBUGTRAQ: http://www.securityfocus.com/archive/2/22019  |    BID 273  |    Blake> Reference:  http://www.allaire.com/handlers/index.cfm?ID=10967  |    CHANGE> [Christey changed vote from NOOP to REVIEWING]  |    CHANGE> [Frech changed vote from REVIEWING to REJECT]  |    Frech> BID articles)"
CVE-1999-0287,Candidate,"Vulnerability in the Wguest CGI program.","",Proposed (19990714),"   MODIFY(2) Frech, Shostack  |     NOOP(4) Blake, Levy, Northcutt, Wall  |     REJECT(2) Baker, Christey","Shostack> allows file reading  |    Frech> XF:http-cgi-webcom-guestbook  |    Christey> CVE-1999-0287 is probably a duplicate of CVE-1999-0467.  In  |    NTBUGTRAQ:19990409 Webcom's CGI Guestbook for Win32 web servers  |    Mnemonix says that he had previously reported on a similar  |    problem.  Let's refer to the NTBugtraq posting as  |    CVE-1999-0467.  We will refer to the ""previous report"" as  |    CVE-1999-0287, which could be found at:  |    http://oliver.efri.hr/~crv/security/bugs/NT/httpd41.html  |      |    0287 describes an exploit via the ""template"" hidden variable.  |    The exploit describes manually editing the HTML form to  |    change the filename to read from the template variable.  |      |    The exploit as described in 0467 encodes the template variable  |    directly into the URL.  However, hidden variables are also  |    encoded into the URL, which would have looked the same to  |    the web server regardless of the exploit.  Therefore 0287  |    and 0467 are the same.  |    Christey> BID:2024"
CVE-1999-0289,Entry,"The Apache web server for Win32 may provide access to restricted files when a . (dot) is appended to a requested URL.","",,"",""
CVE-1999-0290,Entry,"The WinGate telnet proxy allows remote attackers to cause a denial of service via a large number of connections to localhost.","BUGTRAQ:19980221 WinGate DoS   |   BUGTRAQ:19980326 WinGate Intermediary Fix/Update   |   XF:wingate-dos",,"",""
CVE-1999-0291,Entry,"The WinGate proxy is installed without a password, which allows remote attackers to redirect connections without authentication.","XF:wingate-unpassworded",,"",""
CVE-1999-0292,Entry,"Denial of service through Winpopup using large user names.","XF:nt-winpopup",,"",""
CVE-1999-0293,Entry,"AAA authentication on Cisco systems allows attackers to execute commands without authorization.","CISCO:http://www.cisco.com/warp/public/770/aaapair-pub.shtml   |   XF:cisco-ios-aaa-auth",,"",""
CVE-1999-0294,Entry,"All records in a WINS database can be deleted through SNMP for a denial of service.","XF:nt-wins-snmp2",,"",""
CVE-1999-0297,Entry,"Buffer overflow in Vixie Cron library up to version 3.0 allows local users to obtain root access via a long environmental variable.","AUSCERT:AA-96.21   |   CIAC:H-17   |   NAI:NAI-3   |   XF:vixie-cron",,"",""
CVE-1999-0303,Entry,"Buffer overflow in BNU UUCP daemon (uucpd) through long hostnames.","RSI:RSI.0002.05-18-98.BNU.UUCPD   |   XF:bnu-uucpd-bo",,"",""
CVE-1999-0304,Entry,"mmap function in BSD allows local attackers in the kmem group to modify memory through devices.","FREEBSD:FreeBSD-SA-98:02   |   XF:bsd-mmap",,"",""
CVE-1999-0306,Candidate,"buffer overflow in HP xlock program.","XF:hp-xlock",Proposed (19990714),"   ACCEPT(3) Baker, Frech, Northcutt  |     MODIFY(1) Prosser  |     NOOP(1) Shostack  |     REJECT(1) Christey","Prosser> This is another of those with multiple affected OSs.  |    Refs:  CA-97.13, http://207.237.120.45/linux/xlock-exploit.txt,  |    HPSBUX9711-073, SGI 19970502-02-PX, Sun Bulletin 000150  |    Christey> XF:hp-xlock points to SGI:19970502-02-PX which says this is  |    the same problem as in CERT:CA-97.13, which is CVE-1999-0038."
CVE-1999-0307,Candidate,"Buffer overflow in HP-UX cstm program allows local users to gain root privileges.","BUGTRAQ:19961116 This week: turn me on, dead man   |   XF:hpux-cstm-bo",Modified (19991207),"   ACCEPT(2) Frech, Northcutt  |     NOOP(3) Baker, Prosser, Shostack  |     RECAST(1) Christey","Prosser> only ref I can find is an old SOD exploit on  |    www.outpost9.com  |    Christey> MERGE CVE-1999-0336 (the exact exploit works with both  |    cstm and mstm, which are clearly part of the same package,  |    so CD:SF-EXEC says to merge them.)  |      |    Also, there does not seem to be any recognition of this problem  |    by HP.  The only other information besides the Bugtraq post  |    is the SOD exploit.  |      |    See the original post:  |    http://www.securityfocus.com/templates/archive.pike?list=1&date=1996-11-15&msg=Pine.LNX.3.91.961116112242.15276J-100000@underground.org"
CVE-1999-0310,Entry,"SSH 1.2.25 on HP-UX allows access to new user accounts.","XF:ssh-1225",,"",""
CVE-1999-0312,Entry,"HP ypbind allows attackers with root privileges to modify NIS data.","CERT:CA-93:01.REVISED.HP.NIS.ypbind.vulnerability   |   XF:nis-ypbind",,"",""
CVE-1999-0316,Entry,"Buffer overflow in Linux splitvt command gives root access to local users.","CIAC:G-08   |   XF:linux-splitvt",,"",""
CVE-1999-0317,Candidate,"Buffer overflow in Linux su command gives root access to local users.","BUGTRAQ:19990818 slackware-3.5 /bin/su buffer overflow   |   XF:su-bo",Modified (19991216),"   ACCEPT(3) Frech, Hill, Northcutt  |     NOOP(1) Prosser  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Christey> DUPE CVE-1999-0845?  |    Also, ADDREF XF:unixware-su-username-bo  |    A report summary by Aleph One states that nobody was able to  |    confirm this problem on any Linux distribution.  |    Baker> If this is the same as the unixware, the n it is a dupe of 1999-0845.  There is about a two and half month difference in the bugtraq reporting of these.  |    Sounds like the same bug however...  |    Christey> XF:su-bo no longer seems to exist.  |    How about XF:linux-subo(734) ?  |    http://xforce.iss.net/static/734.php  |      |    BID:475 also seems to describe the same problem  |    (http://www.securityfocus.com/bid/475) in which case,  |    vsyslog is blamed in:  |    BUGTRAQ:19971220 Linux vsyslog() overflow  |    http://www.securityfocus.com/archive/1/8274"
CVE-1999-0318,Entry,"Buffer overflow in xmcd 2.0p12 allows local users to gain access through an environmental variable.","BUGTRAQ:19961125 Security Problems in XMCD   |   BUGTRAQ:19961125 XMCD v2.1 released (was: Security Problems in XMCD)   |   XF:xmcd-envbo",,"",""
CVE-1999-0319,Candidate,"Buffer overflow in xmcd 2.1 allows local users to gain access through a user resource setting.","XF:xmcd-tiflestr",Proposed (19990623),"   ACCEPT(3) Frech, Hill, Northcutt  |     NOOP(2) Baker, Prosser  |     REVIEWING(1) Christey","Christey> BUGTRAQ:19961126 Security Problems in XMCD 2.1  |    A followup to this post says that xmcd is not suid here."
CVE-1999-0321,Entry,"Buffer overflow in Solaris kcms_configure command allows local users to gain root access.","XF:sun-kcms-configure-bo",,"",""
CVE-1999-0330,Candidate,"Linux bdash game has a buffer overflow that allows local users to gain root access.","BUGTRAQ:19940101 (No Subject)   |   XF:bdash-bo",Modified (20000105),"   ACCEPT(1) Baker  |     MODIFY(1) Frech  |     NOOP(3) Northcutt, Shostack, Wall  |     REVIEWING(1) Levy","Frech> XF:bdash-bo"
CVE-1999-0331,Candidate,"Buffer overflow in Internet Explorer 4.0(1).","XF:msie-bo",Modified (20040811),"   ACCEPT(2) Baker, Northcutt  |     MODIFY(2) Frech, Shostack  |     RECAST(1) Prosser  |     REJECT(2) Christey, LeBlanc","Shostack> this is a high cardinality item  |    Prosser> needs to be more specific.  |    Frech> Replace reference with XF:iemk-bug (msie-bo is obsolete and a vague  |    duplicate)  |    Description (from xfdb): Some versions of Internet Explorer for Windows  |    contain a vulnerability that may crash the broswer when a malicious web site  |    contains a certain kind of URL (that begins with ""mk://"") with more  |    characters than the browser supports.   |    Christey> The description is too vague.  |    LeBlanc> too vague  |    Christey> Add period to the end of the description."
CVE-1999-0333,Candidate,"HP OpenView Omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.","HP:HPSBUX9810-085   |   RSI:RSI.0009.09-08-98.HP-UX.OMNIBACK   |   XF:omniback-remote",Modified (19990925),"   ACCEPT(2) Baker, Frech  |     MODIFY(1) Prosser  |     RECAST(1) Christey","Prosser> additional source  |    HP Security Bulletin 85  |    http://us-support.external.hp.com  |    http://europe-support.external.hp.com  |    Christey> Two separate bugs, so SF-LOC says this candidate should be  |    split  |    Christey> ADDREF CIAC:J-007  |    URL:http://ciac.llnl.gov/ciac/bulletins/j-007.shtml"
CVE-1999-0334,Entry,"In Solaris 2.2 and 2.3, when fsck fails on startup, it allows a local user with physical access to obtain root access.","CERT:CA-93.19.Solaris.Startup.vulnerability   |   XF:sol-startup",,"",""
CVE-1999-0335,Entry,"DEPRECATED.  This entry has been deprecated.  It is a duplicate of CVE-1999-0032.","",,"",""
CVE-1999-0336,Candidate,"Buffer overflow in mstm in HP-UX allows local users to gain root access.","BUGTRAQ:19961116 This week: turn me on, dead man   |   XF:hpux-mstm-bo",Modified (19991207),"   ACCEPT(2) Frech, Northcutt  |     NOOP(3) Baker, Prosser, Shostack  |     RECAST(1) Christey","Prosser> same as CVE-1999-0307, only ref I can find is an old SOD  |    exploit on www.outpost9.com  |    Christey> MERGE CVE-1999-0307 (the exact exploit works with both  |    cstm and mstm, which are clearly part of the same package,  |    so CD:SF-EXEC says to merge them.)  |      |    Also, there does not seem to be any recognition of this problem  |    by HP.  The only other information besides the Bugtraq post  |    is the SOD exploit."
CVE-1999-0337,Entry,"AIX batch queue (bsh) allows local and remote users to gain additional privileges when network printing is enabled.","CERT:CA-94.10.IBM.AIX.bsh.vulnerability.html   |   XF:ibm-bsh",,"",""
CVE-1999-0338,Entry,"AIX Licensed Program Product performance tools allow local users to gain root access.","CERT:CA-94.03.AIX.performance.tools   |   XF:ibm-perf-tools",,"",""
CVE-1999-0339,Entry,"Buffer overflow in the libauth library in Solaris allows local users to gain additional privileges, possibly root access.","RSI:RSI.0007.05-26-98   |   XF:sol-sun-libauth",,"",""
CVE-1999-0340,Entry,"Buffer overflow in Linux Slackware crond program allows local users to gain root access.","KSRT:005   |   XF:linux-crond",,"",""
CVE-1999-0341,Entry,"Buffer overflow in the Linux mail program ""deliver"" allows local users to gain root access.","KSRT:006   |   XF:linux-deliver",,"",""
CVE-1999-0342,Entry,"Linux PAM modules allow local users to gain root access using temporary files.","REDHAT:http://www.redhat.com/corp/support/errata/rh42-errata-general.html#pam   |   XF:linux-pam-passwd-tmprace",,"",""
CVE-1999-0343,Entry,"A malicious Palace server can force a client to execute arbitrary programs.","BUGTRAQ:19981002 Announcements from The Palace (fwd)   |   XF:palace-malicious-servers-vuln",,"",""
CVE-1999-0345,Candidate,"Jolt ICMP attack causes a denial of service in Windows 95 and Windows NT systems.","",Proposed (19990728),"   ACCEPT(2) Blake, Cole  |     MODIFY(2) Frech, Wall  |     NOOP(4) Bishop, Landfield, Northcutt, Ozancin  |     RECAST(1) Meunier  |     REJECT(4) Armstrong, Baker, LeBlanc, Levy  |     REVIEWING(1) Christey","Wall> Invalid ICMP datagram fragments causes a denial of service in Windows 95 and  |    Windows NT systems.  |    Reference: Q154174.  |    Jolt is also known as sPING, ICMP bug, Icenewk, and Ping of Death.  |    It is a modified teardrop 2 attack.    |    Frech> XF:nt-ssping  |    ADDREF XF:ping-death  |    ADDREF XF:teardrop-mod  |    ADDREF XF:mpeix-echo-request-dos  |    Christey> I can't tell whether the Jolt exploit at:  |      |    http://www.securityfocus.com/templates/archive.pike?list=1&date=1997-06-28&msg=Pine.BSF.3.95q.970629163422.3264A-200000@apollo.tomco.net  |      |    is exploiting any different flaw than teardrop does.  |    CHANGE> [Christey changed vote from NOOP to REVIEWING]  |    Baker> Jolt (original) is basically just a fragmented oversized ICMP that  |    kills Win boxes ala Ping of Death.  |    Teardrop is altering the offset in fragmented tcp packets so that the  |    end of subsequent fragments is inside first packet...  |    Teardrop 2 is UDP packets, if I remember right.  |    Seems like Jolt (original, not jolt 2) is just exploit code that  |    creates a ping of death (CVE 1999-0128)  |    Levy> I tend to agree with Baker.  |    CHANGE> [Armstrong changed vote from REVIEWING to REJECT]  |    Armstrong> This code does not use fragment overlap.  It is simply a large ICMP echo request.  |    Christey> See the SCO advisory at:  |    http://www.securityfocus.com/templates/advisory.html?id=1411  |    which may further clarify the issue.  |    LeBlanc> This is a hodge-podge of DoS attacks. Jolt isn't the same  |    thing as ping of death - POD was an oversized ICMP packet, Jolt froze  |    Linux and Solaris (and I think not NT), IIRC Jolt2 did get NT boxes.  |    Teardrop and teardrop2 were related attacks (usually ICMP frag attacks),  |    but each of these is a distinct vulnerability, affected a discrete group  |    of systems, and should have distinct CVE numbers. CVE entries should be  |    precise as to what the problem is.  |    Meunier> I agree with Leblanc in that Jolt is multi-faceted.  Jolt has  |    characteristics of Ping of Death AND teardrop, but it doesn't do  |    either exactly.  Moreover, it sends a truncated IP fragment.  I  |    disagree with Armstrong; jolt uses overlapping fragments.  It's not a  |    simple ping of death either.  It may be that the author's intent was  |    to construct a ""super attack"" somehow combining elements of other  |    vulnerabilities to try to make it more potent.  In any case it  |    succeeded in confusing the CVE board :-).  |      |    I notice that Jolt uses echo replies (type 0) instead of echo  |    requests (to get past firewalls?).  Jolt is peculiar in that it also  |    sends numerous overlapping fragments.  The ""Pascal Simulator"" :-) says  |    it sends:  |      |    - 172 fragments of length 400 with offset starting at 5120 and  |    increasing by about 47 (odd arithmetic of 5120 OR ((n* 380) > > 3)),  |    which eventually results in sending fragments inside an already  |    covered area once ((n* 380) > > 3) is greater than 5120, which occurs  |    when n is reaches 108.  This would look a bit like TearDrop if  |    fragments were reassembled on-the-fly.  |      |    - 1 fragment such that the total length of all the fragments  |    is greater than 65535 (my calculation is 172*380 + 418 = 65778; the  |    comment about 65538 must be wrong).  The last packet is size 418  |    according to the IP header but the buffer is of size 400.  The sendto  |    takes as argument the size of the buffer so a truncated packet is  |    sent.  |      |    So, I am not sure if the problem is because the last packet  |    doesn't extend to the payload it says it has or because the total size  |    of all fragments is greater than 65535.  The author says it may take  |    more than one sending, so perhaps this has to do with an incorrect  |    error handling and recovery.  One would need to experiment and isolate  |    each of those characteristics and test them independently.  Inasmuch  |    as each of those things is likely a different vulnerability, then I  |    agree with Leblanc that this entry should be split.  I'll try that if  |    I ever get bored.  Jolt 2 should also have a different entry (see  |    below).  |      |    Jolt 2 runs in an infinite loop, sending the same fragmented  |    IP packet, which can pretend to be ""ICMP"" or ""UDP"" data; however this  |    is meaningless, as it's just a late fragment of an IP packet.  The  |    attack works only as long as packets are sent.  According to  |    http://www.securityfocus.com/archive/1/62170 the packets are  |    truncated, and would overflow over the 65535 byte limit, which is  |    similar to Jolt.  Note that Jolt does send that much data whereas  |    jolt2 doesn't.  Since jolt2 is simpler and narrower than jolt, and it  |    has weaker consequences, I believe that it's a different  |    vulnerability.  |      |    ""Jolt 2 vulnerability causes a temporary denial-of-service in  |    Windows-type OSes"" would be a title for it."
CVE-1999-0350,Entry,"Race condition in the db_loader program in ClearCase gives local users root access by setting SUID bits.","L0PHT:Feb8,1999   |   XF:clearcase-temp-race",,"",""
CVE-1999-0352,Candidate,"ControlIT 4.5 and earlier (aka Remotely Possible) has weak password encryption.","ISS:Multiple vulnerabilities in ControlIT(tm) (formerly Remotely Possible/32) enterprise management software   |   XF:controlit-passwd-encrypt",Proposed (19990721),"   ACCEPT(2) Baker, Frech  |     NOOP(2) Northcutt, Wall  |     RECAST(1) Ozancin","Ozancin> Can we combine this with CVE-1999-0356 - ControlIT(tm) 4.5 and earlier uses  |    weak encryption."
CVE-1999-0355,Entry,"Local or remote users can force ControlIT 4.5 to reboot or force a user to log out, resulting in a denial of service.","ISS:Multiple vulnerabilities in ControlIT(tm) (formerly Remotely Possible/32) enterprise management software   |   XF:controlit-reboot",,"",""
CVE-1999-0356,Candidate,"ControlIT v4.5 and earlier uses weak encryption to store usernames and passwords in an address book.","ISS:Multiple vulnerabilities in ControlIT(tm) (formerly Remotely Possible/32) enterprise management software   |   XF:controlit-bookfile-access",Proposed (19990721),"   ACCEPT(2) Baker, Frech  |     NOOP(2) Northcutt, Wall  |     RECAST(1) Ozancin",""
CVE-1999-0357,Entry,"Windows 98 and other operating systems allows remote attackers to cause a denial of service via crafted ""oshare"" packets, possibly involving invalid fragmentation offsets.","BUGTRAQ:19990125 Win98 crash?   |   XF:win98-oshare-dos",,"",""
CVE-1999-0359,Candidate,"ptylogin in Unix systems allows users to perform a denial of service by locking out modems, dial out with that modem, or obtain passwords.","BUGTRAQ:19990127 UNIX shell modem access vulnerabilities   |   XF:ptylogin-dos",Proposed (20010214),"   ACCEPT(2) Cole, Frech  |     MODIFY(1) Baker","Frech> XF:ptylogin-dos   |    Baker> Should say ""... lock out a modem, ..."" rather than ""... locking out modems..."""
